question_id,question,answer,image_id
quest6985,how many stands are available to hold computer,3,image7
quest2834,what do the shelves hold,"books, file",image16
quest8250,what is inside the ping pong table,pool_ball,image426
quest11578,what is to the right of the table,sofa,image1278
quest6857,what is on the right side sofa,pillow,image1424
quest49,how many blue objects are on the top of the cabinet but not below the tape dispenser or in the pen stand,1,image11
quest7078,what is behind the chair,whiteboard,image33
quest10466,what is to the right side of the cabinet,bed,image1062
quest7511,what is to the left of the sink,glass_set,image204
quest9532,what is found at the top left,window,image824
quest5100,what is on the left side of the bed,night_stand,image933
quest9372,how many glass tumblers near by rice cooker,1,image784
quest4096,what is on the stand,books,image622
quest2690,what is the largest object in the image1170 which contains some book,bookshelf,image1170
quest11617,what is hanged on both sides of the window,curtain,image1284
quest9027,what is the colour of the drawer knobs,black,image688
quest4846,what is in front of the bowl,plate,image857
quest10304,what is hung on the wall,wall_decoration,image1024
quest2374,what is the largest object,bed,image1116
quest9706,how many drawer knobs are there,2,image871
quest2759,what is the white object ext to the hair brush,hair_dryer,image720
quest12313,what are stuck on the wall right to the window,mask,image1417
quest10548,what is to the left of the bed,cabinet,image1076
quest5894,what is on the right side of the television,"paper, book",image1150
quest5740,what is in front of the door,chair,image1106
quest3881,how many knobs are there,8,image564
quest10960,what is stuck on the wall,cap_stand,image1162
quest5148,what is on the right side of the cloth bag,table,image944
quest4935,what is behind the ornamental plant,window,image883
quest11430,what are the objects on the cabinet,"television, books, photo",image1251
quest6271,how many drawers are open,1,image1262
quest10521,what is to the right of the bed,cabinet,image1071
quest3946,what is the colour of pillows on the sofa,red,image582
quest9843,what is in front of the window,"sink, faucet",image907
quest2165,what is the largest object,cabinet,image925
quest2887,how many buttons are there in the monitor,2,image32
quest6516,what is beneath the piano,piano_bench,image1330
quest9021,how many shower knobs are found,3,image687
quest517,what color is the dresser below the salt shaker,brown,image1342
quest12283,what is seen in the inner room,cabinet,image1410
quest8654,what is right of sink,refridgerator,image575
quest173,how many lamps are above the cash desk in this picture,2,image114
quest640,what color is the rolling stool in front of the arched door way and close to the rug,purple,image1265
quest5432,what is in front of the lamp,file,image1021
quest6753,what is on the left side of the door,picture,image1398
quest1144,what is the object fixed close to the wall,cabinet,image2
quest8977,what is the object on the top of the cabinet,paper,image676
quest7699,what is colour of wall,yellow,image255
quest10433,what is to the right of the ladder,cabinet,image1055
quest1833,what is the object above the sink,mirror,image649
quest12388,what is found below the photos,cabinet,image1432
quest8966,what is found below the towel,floor_mat,image674
quest3687,what is on the left side of the sink,bottle_of_liquid,image509
quest9459,what is the table made up of,glass,image805
quest12420,what are seen in the inner room,"cabinet, photo, sofa",image1439
quest4538,what is on the right side of the cellphone charger,plastic_box,image775
quest6443,what is the black object,"table, sofa",image1312
quest7904,what is stuck in the middle of the 2 doors,picture,image311
quest835,what is the object on the floor in front of the wall,sofa,image1217
quest2487,how many printers are there,1,image25
quest9387,what it the colour of cupboard border,black,image788
quest9179,what is the colour of middle candle,orange,image736
quest10408,what is at the right side,cabinet,image1051
quest5903,what is on the table,"picture, paper, book, pen_cup",image1154
quest10984,what is at the right side of the lamp,cabinet,image1167
quest7316,what is near the microwave,orange_juicer,image137
quest7801,what is right of table,window,image286
quest66,what is in front of the wall on the left side of the picture,ladder,image16
quest5588,what is the colour of the drawer,pink,image1062
quest9371,what is the animal found,dog,image784
quest8472,what is behind books,papers,image517
quest2025,what is the object on the table,newspapers,image822
quest8726,what is kept down the floor,speaker,image597
quest355,what color is the bed sheet,blue,image419
quest6348,what is on the left side of the curtains,picture,image1284
quest4763,what is above the tap,blinds,image834
quest10691,what is found on the left side,bookshelf,image1102
quest10101,what object is near the bed,television,image979
quest6430,what is on the chair,pillow,image1308
quest6746,what is on the table,"paper, file",image1397
quest5909,what is behind the basket,bookshelf,image1155
quest4569,what is on the right side of the plastic cover,bottle,image783
quest3128,what is kept below the shelf that has the tape,books,image108
quest11255,what is at the bottom right corner,sofa,image1220
quest310,what color are the children tshirtsg,red,image318
quest6327,how many pictures are there on the wall,2,image1278
quest6221,how many decorative items are there on the wall,2,image1248
quest11695,what object is hanged on the wall in the corner,photo,image1298
quest8508,what is left of computer,printer,image528
quest4355,what is on the right side of the bottle of liquid,sink,image705
quest10733,what is stuck on the wall,television,image1113
quest5704,what is on the left side of the lamp,mirror,image1094
quest11373,what is found on the floor,floor_mat,image1240
quest5031,what is on either side of the pictures,blinds,image913
quest2584,how many candles are there,2,image1379
quest5156,what is on the right side of the table,shoe,image946
quest2771,how many chairs are there,1,image831
quest4813,what is on the right side of the tap,tissue_roll,image847
quest9254,what is the colour of the door,brown,image755
quest8489,what is left of window,door,image523
quest6149,what is behind the green sofa,chair,image1227
quest3210,how many drawers are there,10,image381
quest7307,what is near the sink,bottle_of_liquid,image135
quest3906,what is above the microwave,clock,image572
quest6734,what is around the table,chair,image1394
quest11992,what is to the left of the lamp,photo,image1354
quest10478,what is hanged on the wall,clothes,image1064
quest8765,what is in front of the table,garbage_bin,image612
quest2380,what is the object on the chair,pillow,image1119
quest10843,what is the silver colour object found on the table,lamp,image1137
quest6742,what is behind the table,window,image1396
quest4170,what is the colour of the door,brown,image643
quest6351,what is on the sofa,pillow,image1285
quest3429,what is on the right side of the foosball table,desk,image438
quest4422,what is on the wall,picture,image732
quest1102,what is the brown object on the floor left of the cabinet,chair,image967
quest6521,what is on the left side of the chair,guitar,image1332
quest6459,what is beneath the television,table,image1316
quest11889,what is found far behind the sofa,chair,image1334
quest3251,what is on the wall,"framed_certificate, picture",image391
quest4410,what is on the flush tank,tissue_box,image728
quest4141,what is on the left side of the man,cup,image635
quest3558,what is on the left side of the table,chair,image473
quest7667,how many sofa are,2,image245
quest119,what are in the wardrobe on the right side of the picture,shirts_in_hanger,image59
quest698,how many chairs are there,5,image822
quest4599,what is suspended from the ceiling,light,image791
quest6026,what is on the bed,"pillow, comforter, remote_control",image1192
quest11863,what are the things on the sofa,"pillow, clothes",image1329
quest10799,what is the object found in the floor on left side,horse_toy,image1128
quest11325,what are stuck on the wall,"photo, mirror",image1233
quest8958,how many towels are there,1,image672
quest4682,what is on the right side of the sink,kitchen_utensils,image813
quest5004,what is on the table,stove,image906
quest5534,how many drawers are there,4,image1047
quest6974,how many tables are available,3,image6
quest4274,what is on the flush tank,ornamental_item,image678
quest10329,what is present above the picture on the wall,window,image1030
quest88,how many hanging hooks are on the wall on the left side of the brown board below the red fire alarm,3,image23
quest9194,how many garbage bins are there,1,image742
quest3383,what is in front of the ball,shoe,image425
quest8257,what is the colour of the television,black,image429
quest8224,what is on the board,papers,image415
quest404,what color is the flower pattern on the glass on the right side of the faucet handle,white,image510
quest12134,what is stuck on the wall,photo,image1381
quest3351,what is on the left side of bed,blinds,image418
quest10377,what is present in the left side of the image1043,desk,image1043
quest5814,what is the colour of the sheets,"pink, gray",image1126
quest8797,what is on the table,paper_holder,image623
quest2242,what is the object on the floor right of the bed,stool,image998
quest10457,what is on the right side,window,image1060
quest5246,what is in front of the blinds,sofa,image971
quest8171,what is on the chair,bag,image397
quest1028,what are the objects close to the counter,"sink, faucet",image861
quest12098,what is in front of the photo,chair,image1375
quest6381,what is on the left side of the mirror,picture,image1295
quest996,how many chairs are there,8,image6
quest10000,what is the colour of the object hanged in top left of the bed,yellow,image953
quest8423,what is colour of door,brown,image503
quest1279,what are the objects on the table,"printer, stapler, paper",image38
quest7780,how many chairs are,5,image279
quest7922,what is under the board,plastic_box,image315
quest1426,what are the objects on the side rack,cd_disc,image90
quest5028,what is on the right side of the door,television,image912
quest8737,what is in the centre of the table,papers,image601
quest1503,how many billing counters are there,6,image114
quest12143,how many steel chairs are there,2,image1384
quest10674,what is found under the cabinet,chair,image1098
quest10214,what is present on top of the storage rack,books,image1004
quest10693,what is the colour of the object cover below the window,red,image1103
quest679,what is the largest object,table,image1395
quest8678,what is on the table,headphones,image582
quest6109,what is the colour of the sofa,white,image1217
quest7373,what is on the shelf,decorative_item,image154
quest5054,what is on the either side of the drawer table,blinds,image920
quest6146,what is on the right side of the lamp,door,image1226
quest1071,what is the object close to the floor,bathtub,image736
quest7887,what is behind the students,bookrack,image307
quest2481,what is the white object on the black table and next to the white board,printer,image22
quest10357,what is present to the right side of the books,lamp,image1037
quest3393,what is on the right side of the blue chair,excercise_equipment,image428
quest1100,what is the object close to the wall,wall_decoration,image118
quest8217,what is to the right of the sink,tissue_roll,image412
quest10384,what is present on the right side bottom corner,"suitcase, trolley",image1044
quest419,what are the most colorful objects in this picture,"map, bed_sheets",image525
quest7566,what is colour of bed sheets,white,image217
quest5482,what is on the night stand,"lamp, clothes",image1033
quest1948,what is the object close to the tissue rod,tissue,image732
quest3337,what is on the right side of the shelf,door,image414
quest2300,what are the objects on the bed,"pillow, blanket",image1052
quest7086,what is on the notice board,map,image36
quest7090,what is under the left of printer,garbage_bin,image37
quest12188,what are stuck on the wall,decorative_item,image1392
quest209,how many frames are on the wall,1,image167
quest7845,what is on the shelf,books,image299
quest6399,what is above the stool,show_piece,image1300
quest5728,what is the colour of the bedding,gray,image1102
quest6668,what is the colour of the wall,purple,image1378
quest529,what color is the wall between the yelow chair and the dressing table,"gray, purple",image1101
quest780,what is the object right and left of the sofas,television,image1232
quest723,what is the object close to the wall,whiteboard,image42
quest11474,what are the things on the table,"lamp, books",image1259
quest1861,what is the object close to the wall above the sink,mirror,image670
quest10566,what are found in front of the window,"slide, table",image1079
quest11919,what is in front of the sofa,table,image1339
quest10552,what is in front of the bed,foot_rest,image1076
quest11295,what are found on the coffee table,"books, remote_control",image1227
quest1993,what is the object close to the wall,window,image783
quest2333,what is the object on the floor right of the bed,stool,image1075
quest8022,what is to the right of the picture frame,shelves,image344
quest8244,what is below the window near the sofa,pillow,image423
quest6114,what is in front of the wall,excercise_equipment,image1218
quest3460,what is beneath the blinds,"basket, chair",image446
quest5285,what is in front of the blinds,chair,image981
quest5817,what is the colour of the blinds,white,image1126
quest7282,what is below the microwave,stove,image129
quest7347,what is to the left of wardrobe,stool,image146
quest4519,what is on the right side of the sink,kitchen_utensils,image770
quest8911,what is stuck on the wall which is to the left side of the storage rack,towel_rod,image658
quest5752,what is the colour of the wall,brown,image1109
quest10383,what is present behind the storage rack,bed,image1044
quest258,what color are the mats on the table on the left side of the picture,pink,image225
quest9888,what is to the left of the lamp,laptop,image918
quest9431,how many photo frames stuck on the wall,3,image798
quest10735,what are the objects found on the cabinet,"photo, book, toy",image1113
quest9960,what is on the shelf,table_runner,image938
quest7795,what is in the shelf,books,image284
quest3626,what is in between the stand and the washing machine,basket,image492
quest703,what is the object in front of the white board,ladder,image7
quest3190,what is beneath the laptop table,garbage_bin,image376
quest504,how crest rails are behind the dining table,3,image1399
quest10986,what is at the opposite side of the lamp,cabinet,image1167
quest2557,what is the large white object on the table next to the book,laptop,image54
quest7890,what is on the corner of the wall,map,image308
quest2249,what is the largest object,bed,image1004
quest373,how many doll houses are in the room,3,image444
quest4053,what is in front of the table,chair,image610
quest3938,what is on the window,curtain,image580
quest12334,what is stuck on the wall,photo,image1421
quest4077,what is behind the table,chair,image617
quest998,what is the largest object,chair,image536
quest4333,what is above the bathtub,window,image698
quest11527,what is the colour of the door mat,red,image1268
quest1177,what is the object on which the pen stand is placed,table,image9
quest12358,what is on the floor,rug,image1426
quest552,what is in the round plastic bin close to the toy shelf,toy,image443
quest4841,what is on the right side of the telephone,tissue_roll,image856
quest4373,what is in front of the window,bottle_of_liquid,image714
quest3498,what is in front of keyboard on the table,paper,image455
quest5567,what is beneath the chair,bin,image1056
quest10595,what is behind the cradle,treadmill,image1084
quest5887,what is the colour of the wall,blue,image1148
quest9481,what is the object found behind the table,plant,image810
quest8286,what is in front of the table,books,image441
quest8282,which object is large,sofa,image439
quest7788,what is on the sofa,pillow,image282
quest8546,what colour is bed sheet,pink,image541
quest694,what are the objects on the shelves,books,image16
quest2534,what is the white object in the center,sink,image46
quest5012,what is on the left side of the drawer,refridgerator,image908
quest3444,what is on the wall,picture,image441
quest983,what is the object on the counter close to the side wall,printer,image25
quest10138,what is the object found near the window,stool,image986
quest11731,what is behind the chair,door,image1304
quest4223,what is on the left side of the hanger,blinds,image661
quest92,what color is the garbage bin in front of the white board on the floor,blue,image28
quest2267,what is the object on the stool,lamp,image1022
quest8938,what is the colour of the towel seen,white,image666
quest7643,how many chair are,2,image238
quest7746,how many chairs are,3,image269
quest262,how many vases are on the coffee table in front of the light blue armchair,2,image237
quest3338,what is the colour of the garbage bin,"black, gray",image414
quest8100,what is in front of the chair,picture,image371
quest10567,what is in the bottom right,bed,image1079
quest9054,what is the object at the bottom of the curtain,floor_mat,image693
quest446,what is hanging on the refridgerator handle,kichen_towel,image570
quest5112,what is on the right side of the lamp,book,image935
quest3556,what is on the left side of the book rack,ornamental_plant,image472
quest2195,what is the object in the middle shelf,books,image966
quest10753,what is found in between the beds,lamp,image1117
quest8865,how many racks are visible in the shelf,4,image645
quest2868,what is on the left wall of the projector screen,whiteboard,image26
quest2527,how many black objects are there,1,image43
quest8283,what is on the sofa,"books, toy",image439
quest6960,what is above the stove,microwave,image2
quest9862,what is found in between the doors,television,image912
quest1169,what is the object behind the gray garbage can that is attached on the wall,fire_extinguisher,image8
quest4145,what is on the right side of the table,chair,image637
quest5150,what is on the right side of the drawer table,bed,image944
quest85,what color is the paper holder on the right side of the water spray bottle,black,image22
quest3150,how many colours of clothes are there,7,image116
quest7860,what is below the board,hooks,image302
quest881,what is the largest object,sofa,image1302
quest12468,what is behind the wall divider,table,image1449
quest5897,what is on the left side of the window,picture,image1151
quest1468,what are the objects on the shelves,books,image105
quest9118,what colour is the wall,brown,image714
quest8261,what is in front of the chessboard,remote_control,image430
quest10837,what is the object drawn in the blanket,flower,image1136
quest4327,what is on the left side of the toilet,glass,image696
quest4045,what is on the left side of the monitor,telephone,image609
quest4138,what is on the left side of the lady,drawer,image634
quest1391,what is the largest object,bicycle,image78
quest11568,what is in right front of the sofa,chair,image1276
quest11022,what is at the bottom left,bed,image1175
quest9644,what objects are found below the storage rack,"bowl, plate, oven",image857
quest451,what color is the cabinet above the kitchen counter,brown,image577
quest8744,what is to the left of the fan,shelves,image604
quest10815,what is the object found on the cabinet,lamp,image1131
quest5529,what is on the table,bottle,image1046
quest9814,what is the object kept below the storage rack,photo,image899
quest2468,how many cobalt books are there in the bookshelf,2,image16
quest4158,what is behind the chair,door,image639
quest6241,what is on the table,"book, picture",image1252
quest414,which electric home appliance is on the right side of the table,clothing_iron,image523
quest403,what are the golden objects below the mirror,"faucet, faucet_handle",image510
quest4429,what is seen in the mirror reflection,"towel, blinds, window",image734
quest2085,what is the object on the counter in front of the toaster,tea_kettle,image874
quest3058,what is in front of the laptop,mouse,image83
quest9335,how many cupboards at the top right of the basin,2,image775
quest165,what colors are the mugs in the shelf,"white, black, purple, blue",image97
quest11269,what is at the top right corner,door_way,image1222
quest4303,how many knobs are there,6,image688
quest8016,how many lamps are on the shelf,3,image343
quest9319,what is the colour of the bowl,white,image770
quest3318,what is on the white stand,printer,image409
quest9991,what object is plugged in the wall on the right side,lamp,image951
quest3935,what is in front of the sofa,table,image580
quest1848,what is the object right of the weighing machine,room_divider,image662
quest1335,what is kept on top of the side table,tissue_box,image56
quest9584,how many drawers found open,1,image838
quest754,what is the largest black object on the floor,chair,image621
quest3065,what is on the left side of the wall ornaments,picture,image84
quest10851,what are the objects found left to the bed,"table, lamp",image1139
quest707,what is the object on the counter,microwave,image780
quest3492,what is on the left most side of the chair,paper_holder,image454
quest4574,what is on the left side of the stove,microwave,image784
quest1003,how many pillows are there,2,image1133
quest9488,what is the object found on the top,bottle,image812
quest3152,around which object are the chairs placed,table,image117
quest11657,what is in the ceiling above the photos,lighting_track,image1291
quest3800,what is on the left side of the lamp,cables,image541
quest4023,how many monitors are there,2,image603
quest1075,what is the object on the table,fruit,image1419
quest11832,what is at the left of the candelabra,window,image1324
quest3439,what is on the table,"pen, paper",image441
quest7038,what is below cpu,table,image20
quest11134,what is at the left side of the bed,cabinet,image1196
quest7948,what is behind the toy house,chair,image322
quest2430,what is the object close to the wall above the bed,window,image1162
quest247,what color is the doors of the cabinets,white,image206
quest3816,what is beneath the picture,tissue_box,image545
quest5938,what is above the bed,blinds,image1163
quest3633,what is the black object on the table,coffee_machine,image495
quest8310,what is near the statue on the table,magazine,image452
quest2263,how many beds are there,1,image1021
quest2247,how many doors are open,1,image1004
quest836,what is the object on the floor in front of the wall,fan,image1336
quest5065,what is on the either side of the bed,night_stand,image924
quest433,what color is the door frame,brown,image548
quest5532,what is on the bed,"pillow, clothes",image1046
quest1174,how many wall hanging frames are hung on the wall,3,image9
quest5925,what is on the left side of the bunk bed,"hat, carton",image1160
quest4657,what is on the table,stove,image806
quest7798,what is in front of chair,table,image285
quest8367,what is on the piano,papers,image478
quest251,what is on the top shelf of the bookcase close to the face shape sculpture,decorative_candle,image207
quest12275,what are stuck on the wall,photo,image1409
quest12198,what is on the table,candlestick,image1394
quest5612,what is on the beneath the white bag,laundry_basket,image1068
quest5688,what is on the wall,"decorative_plate, wall_decoration",image1091
quest5577,what is on the right side of the shelf,blinds,image1059
quest3408,what is on the left side of the stand,stool,image431
quest2730,how many dark brown chairs are there around the dark brown table,6,image1408
quest12342,what is found below the right photo,cabinet,image1422
quest434,how many sculptures are on the top of the round table,2,image548
quest10535,what is in front of the book rack,toy_chair,image1073
quest9446,what is the object on the top of the television closet,light,image801
quest11323,what is at the left corner in the room,door,image1232
quest9838,what are the objects found on the bottom right corner,"file, wallet",image906
quest7941,what is above the shelf,framed_certificate,image319
quest11469,what is to the right of the sofa,table,image1258
quest11374,what is the colour of the floor mat,red,image1240
quest4003,what is in between the sofas,chair,image598
quest4754,what is on the left side of the broom,fan,image832
quest1333,how many pillows are there,2,image56
quest11421,what is the object fixed on the window,handle,image1249
quest7506,what is the colour of the microwave,white,image203
quest12462,what is to the right of the mantel,table,image1448
quest1444,what is the object close to the ceiling,spot_light,image96
quest7317,what is near the sink,cutting_board,image137
quest8193,what is to the left of the clothes drier,washing_machine,image405
quest4311,what is on the right side of the door,curtain,image690
quest4900,what is beneath the microwave,bottle_of_liquid,image872
quest9085,how many drawer handles are there,4,image700
quest6599,what is behind the chairs,blinds,image1355
quest8158,what is the colour of the laptop,white,image393
quest9842,what object is found on the burner,cooking_pan,image907
quest2570,what is the big brown object,dresser,image62
quest8927,what is the colour of the sink,white,image664
quest4278,what is on the right side of the tap,bottle_of_hand_wash_liquid,image679
quest3667,what is on the right side of the toilet,sink,image503
quest6256,what is in front of the show piece shelf,sofa,image1257
quest2447,what is the red object on the brown table in front of the white wall,paper_tray,image9
quest9502,what object is found behind the tissue roll,coffee_machine,image816
quest3658,how many people reflection are visible,2,image500
quest10059,what is the colour of the bed,white,image968
quest3173,what is on the window,blinds,image371
quest1224,what is the white sheet stuck close to the wall,projector_screen,image20
quest11860,what is at the right side,coffee_table,image1329
quest4167,what is on the right side of the table,carton,image642
quest545,how many drawers does the night stand on the left side of the bed have,2,image1076
quest1205,what are objects below the bookshelf on top of the counter,"tape_dispenser, hole_puncher, paper_holder",image16
quest7589,what is the colour of the floor,brown,image222
quest6568,what is on the wall,picture,image1346
quest11342,what is stuck on the wall,photo,image1235
quest2638,how many chairs are there,1,image887
quest12071,what are the things inside the display case,certificate,image1370
quest5713,what is on the night stand,"telephone, lamp",image1098
quest10365,what is hanging from the bed rack,clothes,image1039
quest11887,how many pillows are there,5,image1334
quest10864,what are the objects found on the table,"file, telephone, papers, clothes",image1141
quest878,what are the objects in the shelves,books,image51
quest10110,what is left of the pillow,lamp,image980
quest197,what is between the wall and the scissor on the right side of the sink,pitcher,image140
quest12149,how many wooden chairs are there,5,image1385
quest3384,what is on the left side of the cair,excercise_ball,image426
quest4380,what is in front of the ornamental plant,cream_tube,image716
quest8599,what is to right of table,garbage_bin,image558
quest8936,what is on the left side of the sink,bar_of_soap,image665
quest2998,what is behind the bed,wall,image65
quest10543,what is in front of the bed,foot_rest,image1075
quest2572,what is the light brown object in the right corner,dresser,image63
quest10116,what is behind the television right corner,photo,image981
quest10751,what is kept on the cupboard,clothes,image1116
quest11677,what is to the right of the banister,sofa,image1295
quest11942,what is hanged in front of the window,curtain,image1344
quest4970,what is on the right side of the candle holder,cup,image894
quest4712,what is on the left side of the microwave,oven,image821
quest4164,what is the colour of the wall on the left side of the white board,red,image641
quest5422,how many white colour objects are there,4,image1018
quest5929,what is on the left side of the table,garbage_bin,image1161
quest9368,how many switch boxes is there,3,image783
quest2683,how many red pillows are there on the sofa,2,image644
quest6342,what is the colour of the wall,blue,image1282
quest2509,how many red armchairs are there,1,image35
quest5614,what is the colour of the largest object on the table,pink,image1069
quest1511,what is the object left and right of the chair,table,image117
quest4315,how many bottles are there,3,image692
quest12271,what are the things on the table,"books, box",image1408
quest11817,what are stuck on the wall,"photo, decorative_item",image1321
quest1245,how many red chairs are there,5,image26
quest10906,what is stuck on the wall,photo,image1150
quest6631,what is the largest object,table,image1366
quest10982,what are the things on the cabinets,photo,image1166
quest4122,what is in front of the sofa,table,image630
quest4996,what is the largest object on the table,monitor,image903
quest9040,what is found to the left side of the towel rod,door,image690
quest5849,what is on the bed,clothes,image1136
quest11798,what is opposite to the television,sofa,image1317
quest6791,what is on the right side of the shelf,picture,image1408
quest5263,what is on the right side of the bag,toy_doll,image975
quest255,what is hanging from the ceiling above the table,chandelier,image223
quest6642,what is the colour of the plant,green,image1369
quest4512,what is behind the chair,blinds,image767
quest9642,what is found below the corner of the storage rack,oven,image857
quest5160,what is on the left side of the lamp,bed,image946
quest10288,what is present on top of the bed,pillow,image1021
quest760,what is the object left of the room divider,door,image681
quest655,what is the object on the floor in front of the wall,sofa,image50
quest5298,what is on the chair,bag,image984
quest5289,what is on the left side of the night stand,mirror,image982
quest7874,what is on the wall,papers,image305
quest3402,what is on the right side of the sofa,window,image430
quest1421,what are the objects kept on the table,books,image88
quest3045,how many drawers are there in the table that holds the laptop,2,image79
quest2831,what is the object that is visible in the straight farthest point,sofa,image15
quest8431,what is on the sink,glass,image505
quest329,what color is the paper under the black frame on the floor,pink,image377
quest8469,what is the colour of pillow,red,image516
quest254,how many layers does the file holder on the desk have,3,image210
quest7933,what is behind the girls,bookshelf,image318
quest5324,what is on the left side of the poster board,drawer,image992
quest6322,what is amidst the chairs and sofa,table,image1277
quest4378,what is in the hanger,towel,image716
quest5093,how many drawers are there,3,image931
quest5378,what is above the lamp,picture,image1006
quest3020,what is hung on the left most side of the rack,jacket,image72
quest3030,what is on the right side of the table,curtain,image75
quest2589,what color is the curtain,white,image1401
quest11028,what are stuck on the wall,photo,image1176
quest7014,what are stuck on the cupboard,photo,image13
quest3019,what is in the shelf beneath the shelf of slippers,gift_wrapping_roll,image72
quest2946,how many sofas are there,2,image51
quest3660,how many drawers are there,5,image500
quest8825,what is behind the man,computer,image633
quest9428,what is the colour of the plant vase,black,image798
quest6374,what is the largest show piece,decorative_plate,image1293
quest2664,how many pillows are there on the gray armchair,1,image173
quest5379,what is on the left side of the lamp,alarm,image1006
quest6042,what is above the table,television,image1198
quest1363,what are the objects on the side table below the window screen,"soft_toy, toy, photo",image66
quest6619,what is on the table,"decorative_item, bowl",image1363
quest3482,what is on the right most side on the table,machine,image451
quest12008,what is on the table,tablecloth,image1357
quest9143,what is to left of door,sink,image724
quest12415,what is behind the cabinet,window,image1438
quest7728,what is the colour of door,gray,image263
quest5548,how many drawers are visible,4,image1051
quest7345,what is on the table,laptop,image146
quest8438,what is left of sink,garbage_bin,image507
quest2881,what is behind the right cpu,water_dispenser,image30
quest3382,what is the white object on the ground,ball,image425
quest12279,what is behind the table,sofa,image1409
quest1303,what are the objects close to the wall,"soap, hand_sanitizer, towel_rod, towel",image46
quest6606,what is in front of the table,chair,image1358
quest4958,how many drawers are visible,11,image890
quest4837,what is behind the stove,container,image854
quest6434,what is behind the bench,garbage_bin,image1309
quest7718,what is in front of sofa,laptop,image261
quest9721,what are the colour of the wires in the switchboard,"white, black",image874
quest7820,what is left of computer,utensil_container,image291
quest943,what is the object on the floor in front of the wall,cabinet,image1004
quest10167,what is found on the top of the window,photo,image992
quest3236,what is on the left side of the bag,carton,image388
quest3258,what is in front of the chair,bag,image393
quest11709,what object is to the right of the rack,television,image1300
quest9235,what is the colour of the door,brown,image752
quest177,how many tumblers are on the counter,4,image124
quest436,how many chairs are around the table,6,image550
quest8972,what is the colour of the floor mat,purple,image675
quest309,what colors are the tables with the orange notebooks on them,"yellow, green",image317
quest1566,what is the largest object,refridgerator,image134
quest3965,what is on the chair,bag,image587
quest2136,what is the object left of the screen,window,image911
quest6519,what is in front of the sofa,table,image1331
quest10938,what is in front of the cabinet,chair,image1157
quest4978,what is in front of the tissue roll,glass,image897
quest8381,what is to the right of the door,computer,image485
quest10199,what is hanging to the left side of the room near the dolls,curtain,image1001
quest596,what are the dark brown objects in this picture,"piano, piano_bench",image1387
quest5724,what s above the chair,blinds,image1101
quest4626,what is at the centre of the table,"vase, decorative_item",image798
quest5333,what is the colour of the bed,pink,image994
quest8403,what is below the table,computer,image495
quest6757,what is on the table,"file, paper",image1399
quest10359,what is present on the left side,door,image1037
quest2624,what color are the small chairs,red,image1315
quest4573,what is at the base of the cupboard,glass,image784
quest9457,how many doors of storage racks are there to the right side of the window,2,image804
quest11399,what are the objects on the table in right bottom,"plant_pot, books, can",image1245
quest232,what is below the television,dresser,image192
quest180,what is on the cabinet in front of the dish rack,casserole_dish,image130
quest738,what is the object on the floor close to the wall in the corner,lamp,image1353
quest11983,what is to the left of the lamp,photo,image1353
quest7212,what is near the pillar,basket,image109
quest9134,what is behind the sink,mirror,image720
quest9450,what is found on the left side of the storage rack,photo,image802
quest6486,how many blinds are there,3,image1324
quest11908,what is the object on the table,tissue_box,image1337
quest6074,what is behind the pool table,window,image1206
quest1322,what is the object close to the wall above the rack,picture,image52
quest1996,what is the object close to the counter,stove,image784
quest11159,how many pillow found on the sofa,3,image1202
quest4122,what is in front of the sofa,table,image630
quest6432,how many red objects are there,4,image1309
quest9137,what is the colour of sink,white,image721
quest801,what are the object kept close on the shelves,books,image1040
quest9442,what is on the top of the table,pillow,image801
quest2087,how many chairs are there,1,image876
quest7707,what is behind the sofa,table,image258
quest70,what is on the right side of the ladder,door_way,image18
quest5368,what is on the right side of the door,drawer,image1004
quest6650,what is on the wall,picture,image1372
quest11783,what are found behind the table,toy_chair,image1315
quest5171,what is the tallest object in front of the blinds,suitcase,image950
quest1681,what is the object close to the cabinet,"sink, faucet",image509
quest378,how many toy boxes are on the floor,2,image447
quest1470,what is the object on the floor close to the shelves,stool,image105
quest2604,what is the red object hanged on the white wall nest to the umbrella,bag,image150
quest4182,what is on the right side of the wash basin,bottle_of_liquid,image648
quest5847,how many beds are there,2,image1135
quest9682,what are the objects are stuck on the refridgerator,"flag, glove",image865
quest4506,what is on the right side of the tap,ornamental_plant,image765
quest10892,what are found on the right side cabinet,"lamp, tissue_box",image1147
quest4231,what is on the right side of the tap,bottle_of_hand_wash_liquid,image665
quest3092,what are the colours of the clothes seen,"white, blue, black, gray",image95
quest2727,what is the object in the right side of the faucet and in front of the mirror,bottle_of_soap,image702
quest478,what is the colorful object containing white soaps on the left side of the sink,decorative_dish,image682
quest1330,what is the object left of the chair on the floor,excercise_ball,image55
quest2284,what is the object on the chair,clothes,image1037
quest3733,what is on the left side of the window,blinds,image523
quest12026,what is stuck on the wall,decorative_item,image1362
quest752,what is the largest object on the floor,sofa,image1325
quest11286,what is at the top right side,fireplace,image1225
quest7597,how many chairs are,2,image224
quest874,what is the largest object,sofa,image1264
quest6201,what is behind the clothes,dog,image1243
quest11408,what are the objects in the cabinet found on the wall,"toy, photo, toy_house, toy_horse",image1247
quest8061,what is the bookshelf covered with,glass_pane,image355
