question_id,question,answer,image_id
quest3345,what is above the switch board,light,image416
quest3346,what is on the right side of the door,water_cooler,image417
quest3347,what is on the table,cell_phone,image417
quest3348,what is beneath the sink,garbage_bin,image417
quest3349,what is in front of the wall on the right most side,refridgerator,image417
quest3350,what is on the bed,clothes,image418
quest3351,what is on the left side of bed,blinds,image418
quest3352,what is in front of the bed,chair,image418
quest3353,what is the colour of the clothes on the chair,pink,image418
quest3354,what is on the right side of the bed,table,image418
quest3355,what is on the table,"tissue_box, remote_control",image419
quest3356,what is on the right side of the baskets,books,image419
quest3357,what is on the right side of the books,door,image419
quest3358,what is in front of the doors,papers,image419
quest3359,what is the colour of the object on the left side of the stand,white,image420
quest3360,how many doors are not fixed,1,image420
quest3361,what is the black object on the table,monitor,image421
quest3362,what is on the right most side on the table,lamp,image421
quest3363,what is on the left side of the cpu,plastic_box,image421
quest3364,what is on the left side of the table,garbage_bin,image421
quest3365,what is on the wall,picture,image421
quest3366,what is in front of the monitor,keyboard,image421
quest3367,what is on the left side of the sofa,foosball_table,image422
quest3368,what is in front of the sofa,stool,image422
quest3369,what is on the left side of the sofa,blinds,image422
quest3370,what is on the wall,picture,image422
quest3371,how many drawers are there,16,image423
quest3372,what are the colours of the drawers,"purple, white",image423
quest3373,what is above the drawers,television,image423
quest3374,what is is front of the stool,container,image423
quest3375,what is in between the sofa and foosball table,toy_chair,image424
quest3376,what is on the sofa,pillow,image424
quest3377,what is the colour of the sofa,brown,image424
quest3378,what is on the stool,"sock, sock",image424
quest3379,what is in front of the blinds,toy_horse,image425
quest3380,what is on the left side of the toy horse,toy_chair,image425
quest3381,what is in front of the cupboards,ladder,image425
quest3382,what is the white object on the ground,ball,image425
quest3383,what is in front of the ball,shoe,image425
quest3384,what is on the left side of the cair,excercise_ball,image426
quest3385,what is the largest object,pool_table,image426
quest3386,what is behind the pool table,table,image426
quest3387,what is behind the table,blinds,image426
quest3388,what is above the pool table,light,image426
quest3389,what is above the drawers,"cable_box, cables",image427
quest3390,what is above the cables shelf,television,image427
quest3391,what is in front of the cupboard door,excercise_ball,image427
quest3392,what is on the right side of the exercise ball,chair,image427
quest3393,what is on the right side of the blue chair,excercise_equipment,image428
quest3394,what is is in between the chair and the exercise equipment,"cable_box, cables",image428
quest3395,what is on the right side of the pool table,bag,image428
quest3396,what is beneath the doors,drawer,image429
quest3397,what is above the cupboards,television,image429
quest3398,what is on the left side of the chair,excercise_equipment,image429
quest3399,what is on the left side of the sofa,chessboard,image430
quest3400,what is on the sofa,"pillow, clothes",image430
quest3401,what is behind the sofa,pool_table,image430
quest3402,what is on the right side of the sofa,window,image430
quest3403,what is on the right side of the chess board,remote_control,image430
quest3404,what is beneath the television,stand,image431
quest3405,what is on the right side of the table,xbox,image431
quest3406,what is on the right side of the xbox,guitar,image431
quest3407,what is on the left side of the television,picture,image431
quest3408,what is on the left side of the stand,stool,image431
quest3409,what is on the table,"cup, container, tissue",image432
quest3410,what is on the left side of the table,machine,image432
quest3411,how many chairs are there,2,image432
quest3412,what is in front of the wall,pool_table,image433
quest3413,what is the colour of the carpet,purple,image433
quest3414,what is on the right side of the iron grill,window,image433
quest3415,what is on the table,vase,image434
quest3416,what is around the table,chair,image434
quest3417,what is in between the chairs,stool,image434
quest3418,what is leaning against the wall,table,image434
quest3419,what is on the sofa,towel,image435
quest3420,what is the colour of the towels,"red, blue",image435
quest3421,what is on the blue object,toy,image436
quest3422,what is on the right side of the toy,table,image436
quest3423,how many doors are open,2,image436
quest3424,what is on the left side of the chair,toy,image437
quest3425,what is on the wall,shelves,image437
quest3426,what is on the right side of the shelves,blinds,image437
quest3427,what is above the television,dvd_player,image437
quest3428,what is in front of the blinds,foosball_table,image438
quest3429,what is on the right side of the foosball table,desk,image438
quest3430,what is on the desk,"doll_house, monitor, printer",image438
quest3431,what is on the right side of the printer,whiteboard,image438
quest3432,what is in front of the desk,sofa,image438
quest3433,what is behind the sofa,whiteboard,image439
quest3434,what is on the sofa,book,image439
quest3435,what is on the right side of the whiteboard,door,image439
quest3436,what is the colour of the markers on the white board,"blue, red, green",image439
quest3437,what is in front of the wall,stool,image440
quest3438,what is the colour of the toy,"yellow, blue, red",image440
quest3439,what is on the table,"pen, paper",image441
quest3440,what is the colour of the chairs surrounding the table,green,image441
quest3441,what is on the right side of the table,blinds,image441
quest3442,what is on the right side of the blinds,table,image441
quest3443,what is on the table,books,image441
quest3444,what is on the wall,picture,image441
quest3445,what is on the cupboard,mirror,image441
quest3446,what is above the cupboard,decorative_item,image441
quest3447,what is on the wall,picture,image442
quest3448,what is on the right side of the rack,toy,image442
quest3449,what is on the cupboard,"tea_kettle, decorative_plate",image443
quest3450,what is on the right side of the cupboard,basket,image443
quest3451,what is in the basket,toy,image443
quest3452,what is on the chair,pillow,image444
quest3453,what is behind the chair,doll_house,image444
quest3454,what is in front of the wall,toy,image444
quest3455,what is in front of the stool,towel,image444
quest3456,what is in front of the chair,bag,image445
quest3457,what is on the sofa,"toy, books",image445
quest3458,what is on the floor on the left side of the green chair,plastic_box,image445
quest3459,how many drawers are there,4,image445
quest3460,what is beneath the blinds,"basket, chair",image446
quest3461,what is on the floor,toy,image446
quest3462,what is the colour of the chair,yellow,image447
quest3463,what is on the left side of the chair,plastic_box,image447
quest3464,how many plastic boxes are there,2,image447
quest3465,what is around the plastic boxes,toy,image447
quest3466,how many drawers are there,4,image448
quest3467,how many drawers are open,1,image448
quest3468,what is on left most side on the table,towel,image448
quest3469,what is on the towels,cell_phone,image448
quest3470,what is on the right most side on the table,book,image448
quest3471,what is the tall white object on the table,tissue_roll,image448
quest3472,what is on the right side of the tissue roll,cream,image448
quest3473,what is in front of the wall,machine,image449
quest3474,how many rolls are there in the shelf,2,image449
quest3475,what is beneath the machines,table,image449
quest3476,what is the colour of the table,"black, white",image449
quest3477,what is in front of the poster,machine,image450
quest3478,what is in front of the rack,paper,image450
quest3479,what is on the right most side on the table,carton,image451
quest3480,what is on the left most side on the table,wooden_plank,image451
quest3481,how many drawers are there,5,image451
quest3482,what is on the right most side on the table,machine,image451
quest3483,how many chairs are there,4,image452
quest3484,what is in between the chairs,stool,image452
quest3485,what is on the stool,"decorative_item, picture",image452
quest3486,what is on the wall,picture,image452
quest3487,what is on the left most side on the table,clock,image453
quest3488,what is in front of the clock,business_cards,image453
quest3489,what is on the right side of the white box,paper,image453
quest3490,what is on the chair,jacket,image453
quest3491,what is on the paper,pen,image453
quest3492,what is on the left most side of the chair,paper_holder,image454
quest3493,what is beneath the chair,machine,image454
quest3494,what is on the right side of the chair,monitor,image454
quest3495,what is on the right side of the monitor,telephone,image454
quest3496,what is on the right side of the telephone,printer,image454
quest3497,how many jackets are there,2,image455
quest3498,what is in front of keyboard on the table,paper,image455
quest3499,what is in front of the table,chair,image455
quest3500,how many chairs are there,2,image455
quest3501,what is on the right side of the keyboard,mouse,image456
quest3502,what is on the right side of the mouse,tape,image456
quest3503,what is on the table predominantly,paper,image456
quest3504,what is behind the monitor,calendar,image456
quest3505,what is on the left side of the monitor,telephone,image456
quest3506,how many ornamental plants are there,3,image457
quest3507,what is on the right side of the ornamental plant,table,image457
quest3508,what is the colour of the wall,pink,image457
quest3509,what is behind the picture,ornamental_plant,image458
quest3510,what is beneath the plant,table,image458
quest3511,what is on the left side of the table,chair,image458
quest3512,how many chairs are there,3,image458
quest3513,what is behind the plants,window,image459
quest3514,what is in front of the wall,stand,image459
quest3515,what is in front of the wall,board,image460
quest3516,what is on the bottom most shelf of the rack,basket,image460
quest3517,what is on the left side of the rack,chair,image460
quest3518,what is on the left side of the chair,table,image460
quest3519,what is on the table,ornamental_plant,image460
quest3520,how many drawers does the shelf have,4,image460
quest3521,how many ornamental plants are there,3,image461
quest3522,how many lights are there,4,image461
quest3523,what is in between the ornamental plants,tissue_box,image461
quest3524,what is behind the table,window,image461
quest3525,what is on the sofa,pillow,image462
quest3526,what is on the wall,picture,image462
quest3527,what is in front of the sofa,table,image462
quest3528,how many furnitures are there,3,image462
quest3529,what is the colour of the sofas,"white, red",image462
quest3530,how many pillows are there,2,image463
quest3531,what is the colour of the carpet,"brown, purple, white",image463
quest3532,what is on the table,"lamp, lamp",image464
quest3533,what is in front of the table,ornamental_plant,image464
quest3534,what is the colour of the leather stool,black,image464
quest3535,what is behind the table,cables,image464
quest3536,what is the colour of the chair,red,image465
quest3537,what is on the left side of the ornamental plant,door,image465
quest3538,what is on the wall,plant,image465
quest3539,how many brown colour tables are there,2,image466
quest3540,what is the colour of the lamp,"white, black",image466
quest3541,what is around the table,chair,image467
quest3542,how many chairs are there,3,image467
quest3543,what is on the wall,wall_decoration,image467
quest3544,what is the colour of the doors,brown,image468
quest3545,how many doors are there,4,image469
quest3546,what is in front of the door,ornamental_plant,image469
quest3547,what is the colour of the shirt the person is wearing,white,image470
quest3548,what is on the table,"monitor, machine, paper, keyboard",image470
quest3549,what is on the wall,"picture, poster_board",image470
quest3550,how many chairs are there,2,image470
quest3551,what is behind the monitor,printer,image471
quest3552,what is on the right side of the keyboard,monitor,image471
quest3553,how many pictures are there on the wall,3,image471
quest3554,what is on the wall,picture,image472
quest3555,what is in front of the wall,stand,image472
quest3556,what is on the left side of the book rack,ornamental_plant,image472
quest3557,what is beneath the table,garbage_bin,image473
quest3558,what is on the left side of the table,chair,image473
quest3559,what is above the red colour picture,window,image473
quest3560,how many tables are there,3,image473
quest3561,what is on the table,"paper, basketball",image474
quest3562,what is behind the table,chair,image474
quest3563,what is on the wall,picture,image474
quest3564,what is on the table behind the chair,"monitor, mouse, paper",image474
quest3565,what is on the sofa,"pillow, paper",image475
quest3566,what is on the left side of the sofa,table,image475
quest3567,what is on the left most side on the table,picture,image475
quest3568,what is on the right side of the framed certificate,printer,image475
quest3569,what is the small object on the right side of the printer,stapler,image475
quest3570,what is on the left side of the paper on the table,telephone,image475
quest3571,what is in front of the basket ball,papers,image476
quest3572,what is on the right side of the paper,book,image476
quest3573,what is on the right most side on the table,"telephone, book, cd_disc",image476
quest3574,what is the colour of the chair,black,image476
quest3575,how many knobs are visible,3,image477
quest3576,what is on the basketball,paper,image477
quest3577,what is behind the sofa,blinds,image477
quest3578,what is the largest object,piano,image478
quest3579,what is on the left side of the wooden wall,"chair, stool",image478
quest3580,what is on the stool,books,image478
quest3581,what is on the wooden wall,picture,image478
quest3582,what is on the left side of the piano,sofa,image479
quest3583,what is diagonally opposite to the piano,sofa,image479
quest3584,how many chairs are visible,1,image479
quest3585,how many shelves are visible,4,image480
quest3586,what is the colour of the books in the second last shelf,"white, blue, red",image480
quest3587,what is behind the sofa,window,image480
quest3588,what is on the left most side on the table,cordless_phone,image481
quest3589,what is on the right side of the book,"globe, globe_stand",image481
quest3590,what is on the right side of the globe,stamp,image481
quest3591,what is on the right side of the stamp,picture,image481
quest3592,how many lights are on,1,image482
quest3593,what is in front of the wall,table,image482
quest3594,what is in front of the table,chair,image482
quest3595,what is the colour of the wall,brown,image482
quest3596,what is in front of the book rack,chair,image483
quest3597,how many drawers are visible,3,image483
quest3598,what is on the right side of the wall,door,image484
quest3599,what is on the black colour stnad,"computer, keyboard",image485
quest3600,what is on the right side of the stand,sofa,image485
quest3601,what is on the left side of the wall,door,image485
quest3602,what is in front of the sofa,carton,image486
quest3603,what is on the sofa,pillow,image486
quest3604,what is the colour of the sofa,brown,image486
quest3605,what is the colour of the sofa,black,image487
quest3606,what is on the wall,picture,image487
quest3607,what is on the right side of the sofa,table,image487
quest3608,what is on the table,"decorative_item, flower, vase",image487
quest3609,what is on the table,lamp,image488
quest3610,what is the colour of the lamp,"white, black",image488
quest3611,what is behind the lamp,window,image488
quest3612,what is on the left side of the table,vacuum_cleaner,image489
quest3613,what is behind the vacuum cleaner,refridgerator,image489
quest3614,what is the colour of the painting,"red, black",image489
quest3615,what is in front of the rack,plastic_box,image490
quest3616,what is on the right side of the white object,carton,image490
quest3617,what is behind the carton,bottle,image490
quest3618,how many chairs are visible,2,image490
quest3619,what is on the left side of the wall,pipe,image491
quest3620,what is beneath the shelf,basket,image491
quest3621,what is the colour of the bag,black,image491
quest3622,what is on the stand,towel,image492
quest3623,what is on the left side of the stand,table,image492
quest3624,what is beneath the shelf,washing_machine,image492
quest3625,what is on the washing machine,bottle_of_liquid,image492
quest3626,what is in between the stand and the washing machine,basket,image492
quest3627,what is leaning against the wall on the right side,ironing_board,image492
quest3628,what is on the washing machine,bottle_of_liquid,image493
quest3629,what is on the table,bag,image493
quest3630,what is the colour of the bag,"blue, black",image493
quest3631,what is in front of the carpet,excercise_equipment,image494
quest3632,what is beneath the shelf stand,carton,image494
quest3633,what is the black object on the table,coffee_machine,image495
quest3634,what is in front of the shelf,basket,image495
quest3635,what is on the right side of the basket,carton,image495
quest3636,what is on the last shelf,container,image495
quest3637,what is on the table,"carton, basket",image496
quest3638,what is in the container on the floor,stick,image496
quest3639,what is in front of the table,garbage_bin,image496
quest3640,what is the colour of the basket,blue,image496
quest3641,what is in the hanger,towel,image497
quest3642,what is on the left side of the towels,toilet,image497
quest3643,what is on the left side of the toilet,garbage_bin,image497
quest3644,what is on the left side of the bin,table,image497
quest3645,what is on the table,"bottle_of_liquid, perfume, cream",image497
quest3646,what is beneath the table,drawer,image497
quest3647,what is on the left side of the table,curtain,image497
quest3648,what is behind the table,window,image497
quest3649,what is behind the curtain,bathtub,image498
quest3650,what is on the left side of the tub,sink,image498
quest3651,what is the colour of the perfume bottle,brown,image498
quest3652,how many drawers are there,1,image498
quest3653,what is beneath the drawer,towel,image498
quest3654,what is on the right most side if the sink,tissue_roll,image499
quest3655,what is on the wall above the sink,mirror,image499
quest3656,what is on the right side of the mirror,clothing_hanger,image499
quest3657,what is on the right side of the toilet,curtain,image499
quest3658,how many people reflection are visible,2,image500
quest3659,what is on the flush tank,tissue_box,image500
quest3660,how many drawers are there,5,image500
quest3661,what is the colour of the curtain,"blue, green",image501
quest3662,what is on the right side of the curtain,bathtub,image501
quest3663,what is on the wall,towel,image502
quest3664,what is on the shelf,"light_bulb, towel",image502
quest3665,what is beneath the shelf,carton,image502
quest3666,what is on the flush tank,tissue_roll,image503
quest3667,what is on the right side of the toilet,sink,image503
quest3668,what is on the right side of the toilet,bottle_of_liquid,image503
quest3669,what is on the wall on the left side of the bathtub,bottle_of_liquid,image504
quest3670,what is on the right side of the bottle of liquid,toothbrush,image504
quest3671,what is on the bathtub,curtain,image504
quest3672,what is the on the hanger,towel,image504
quest3673,what is on the left side of the tap,bottle_of_hand_wash_liquid,image505
quest3674,what is on the right side of the tap,glass,image505
quest3675,what is in front of the shaver,nailclipper,image505
quest3676,what is on the left side of the shaver,cream,image505
quest3677,what is on the table,book,image506
quest3678,what is on the right side of the table,basket,image506
quest3679,what is on the flush tank,tissue_box,image506
quest3680,what is on the left side of the sink,garbage_bin,image507
quest3681,what is above the sink,bottle_of_liquid,image507
quest3682,what is above the toilet,window,image508
quest3683,what is on the left side of the garbage bin,towel,image508
quest3684,what is on the left side of the towel,bathtub,image508
quest3685,how many electric toothbrushes are there,3,image509
quest3686,what is on the right side of the glass,electric_toothbrush,image509
quest3687,what is on the left side of the sink,bottle_of_liquid,image509
quest3688,what is on the left side of the bottle of liquid,cream,image509
quest3689,what is on the left side of the bathtub,radio,image510
quest3690,what is on the wall above the glass,mirror,image510
quest3691,what is in front of the bath tub,towel,image511
quest3692,what is on the right side of the tissue roll,toothpaste,image511
quest3693,what is on the left side of the towel,door,image512
quest3694,what is on the door,door_knob,image512
quest3695,what is on the right side of the toothpaste,razor,image512
quest3696,what is the colour of the object on the wall,green,image513
quest3697,how many bottles of liquid are there,3,image513
quest3698,what is on the right side of the bed,night_stand,image514
quest3699,what is on the night stand,lamp,image514
quest3700,what is beneath the lamp,drawer,image514
quest3701,what is beneath the drawer,books,image514
quest3702,what is on the right side of the night stand,basket,image514
quest3703,what is on the wall,picture,image514
quest3704,how many curtains are there,2,image514
quest3705,what is on the bed table,tissue_box,image514
quest3706,what is on the right side of the bed,mirror,image515
quest3707,what is behind the bed,curtain,image515
quest3708,what is on the books,clothes,image515
quest3709,what is the colour of the book,brown,image515
quest3710,what is the green object in the mirror reflection,basket,image515
quest3711,how many lamps are there,2,image516
quest3712,what is on the bed,"sheets, comforter, pillow",image516
quest3713,what is on the stand,towel,image516
quest3714,how many curtains are there,2,image516
quest3715,what is on the wall,picture,image516
quest3716,what is on the table,"books, paper",image517
quest3717,what is on the right side of the book rack,drying_stand,image517
quest3718,what is the colour of the book on the top,paper,image517
quest3719,how many pillows are there,4,image518
quest3720,what is the colour of the comforter,"green, blue, gray",image518
quest3721,what is beneath the table,basket,image519
quest3722,what is the colour of the basket,green,image519
quest3723,what is on the drying stand,clothes,image519
quest3724,what is in the shelves,book,image519
quest3725,what is on the right side of the drying stand,tissue_roll,image519
quest3726,how many drawers are there,4,image520
quest3727,what is on the left side of the drawers,coat_hanger,image520
quest3728,what is on the stool,fan,image520
quest3729,what is the colour of the sheets,purple,image520
quest3730,what is on the left side of the red colour light,tissue_roll,image521
quest3731,what is the colour of the comforter,"red, black",image521
quest3732,what is the colour of the sheets,"yellow, white",image521
quest3733,what is on the left side of the window,blinds,image523
quest3734,what is on the left most side on the table,printer,image523
quest3735,what is on the right most side on the table,iron_box,image523
quest3736,how many chairs are there,2,image523
quest3737,how many tables are there,2,image523
quest3738,what is on the wall,map,image524
quest3739,what is on the table in front of the chair,laptop,image524
quest3740,what is on the left side of the table,garbage_bin,image524
quest3741,what is on the left side table,tissue_box,image524
quest3742,how many drawer knobs are visible,4,image524
quest3743,what is on the left side of the night stand,bed,image525
quest3744,what is in front of the night stand,bag,image525
quest3745,what is on the cable,cell_phone_charger,image525
quest3746,what is on the drawer table,picture,image526
quest3747,what in on the right side of the table,lamp,image526
quest3748,what is on the right side of the lamp,bed,image526
quest3749,what is on the bed,"sheets, comforter",image527
quest3750,what is on the wall,curtain,image527
quest3751,what is on the right side of the bed,"table, drawer",image527
quest3752,how many drawers are open,1,image527
quest3753,what is behind the chair,table,image528
quest3754,what is the red object on the table,bottle,image528
quest3755,what is behind the bottle,monitor,image528
quest3756,what is beneath the monitor,paper,image528
quest3757,what is on the left side table,printer,image528
quest3758,how many drawers are there,2,image529
quest3759,what is on the left side of the printer,mirror,image529
quest3760,what is on the left side of the mirror,garbage_bin,image529
quest3761,what is on the left side of the garbage bin,laundry_basket,image529
quest3762,what is above the laundry basket,shirts_in_hanger,image529
quest3763,what is on the left side of the pink drawer,curtain,image530
quest3764,what is the colour of the sheet,brown,image530
quest3765,what is on the black drawer table,toy_doll,image530
quest3766,what is on the pink drawer table,clothes,image530
quest3767,what is on the right side of the bed,clothes,image531
quest3768,what is on the chair,paper,image531
quest3769,what is on the window,curtain,image531
quest3770,what is on the table,paper,image531
quest3771,what is on the drawer table,"book, clock",image531
quest3772,what is in front of the bed,"tissue_box, paper",image532
quest3773,what is on the comforter,pillow,image532
quest3774,what is the colour of the comforter,blue,image532
quest3775,what is on the left side of the chair,carton,image533
quest3776,what is on the left side of the curtains,window,image533
quest3777,what is on the right most side on the table,lamp,image533
quest3778,what is behind the bed,blinds,image534
quest3779,what is on the right side of the bed,curtain,image534
quest3780,what is on the third last shelf,clothes,image535
quest3781,what is on the wall,picture,image535
quest3782,what is the black object,chair,image536
quest3783,what is the colour of the wall,pink,image536
quest3784,what is on the left side of the stool,lamp,image537
quest3785,what is on the left side of the lamp,cell_phone_charger,image537
quest3786,what is on the stool,cell_phone,image537
quest3787,what is on the left side of the bed,night_stand,image537
quest3788,what is on the night stand,"lamp, bottle_of_liquid",image537
quest3789,what is the colour of the pillow on the bed,"red, white",image538
quest3790,what is on the left side of the lamp,clock,image538
quest3791,what is on the right side of the pillow,book,image538
quest3792,what is on the wall,window,image539
quest3793,what is in front of the wall,laundry_basket,image539
quest3794,what is in the laundry basket,clothes,image539
quest3795,what is on the door,door_knob,image539
quest3796,what is on the left side of the bed,lamp,image540
quest3797,what is in front of the night stand,bucket,image540
quest3798,what is the colour of the comforter,blue,image540
quest3799,how many knobs are there on the drawer,11,image540
quest3800,what is on the left side of the lamp,cables,image541
quest3801,what is on the left side of the cables,clothes,image541
quest3802,what is in the shelf in the night stand,"book, tissue_box",image541
quest3803,what is behind the clothes,door,image542
quest3804,what is on the top most shelf,"basket, hair_dryer",image542
quest3805,what is on the left side of the rack,yoga_mat,image542
quest3806,what is in front of the drawer table,laundry_basket,image543
quest3807,what is in the laundry basket,clothes,image543
quest3808,what is on the left most side on the drawer table,"basket, clothes",image543
quest3809,what is on the right most side on the drawer table,carton,image543
quest3810,what is on the left side of the window,table,image544
quest3811,what is on the bigger table,"book, paper",image544
quest3812,what is on the window,curtain,image544
quest3813,what is around the table,chair,image544
quest3814,what is on the left side of books,mouse,image545
quest3815,what is on the mat,paper,image545
quest3816,what is beneath the picture,tissue_box,image545
quest3817,what is beneath the rack,"decorative_plate, bowl",image546
quest3818,what is on the chair,clothes,image546
quest3819,what is on the right side of the sofa,lamp,image546
quest3820,what is on the sofa,pillow,image546
quest3821,what is on the wall,"clock, decorative_plate",image547
quest3822,what is on the right most side on the drawer table,"decorative_platter, bottle",image547
quest3823,what is on the left side of the clock,decorative_item,image547
quest3824,what is on the right side of the window,table,image548
quest3825,what is on the table,decorative_item,image548
quest3826,what is on the table on the right side,file,image548
quest3827,what is on the left side of the book rack,door,image549
quest3828,what is the colour of the door,brown,image549
quest3829,what is on the right side of the cupboard,curtain,image550
quest3830,what is the white object on the table,tissue_roll,image550
quest3831,what is on the chair,clothes,image550
quest3832,what is in the cupboard,"cup, saucer",image550
quest3833,what is on the left side of the mat,book,image551
quest3834,what is around the table,chair,image551
quest3835,what is the black object on the table,monitor,image552
quest3836,what is in front of the monitor,pencil,image552
quest3837,what is on the right side of the pencil,book,image552
quest3838,what is on the left side of the monitor,paper,image552
quest3839,what is on the right side of the table,drawer,image552
quest3840,what is on the drawer table,basket,image552
quest3841,what is behind the book,printer,image553
quest3842,what is on the cpu,cd_disc,image553
quest3843,what is on the chair,clothes,image553
quest3844,what is on the right side of the keyboard,mouse,image553
quest3845,what is on the right side of the paper,stapler,image553
quest3846,what is in front of the monitor,bottle,image554
quest3847,what is on the right side of the monitor,speaker,image554
quest3848,what is beneath the table on the left side of the cpu,cables,image554
quest3849,what is in front of the window,lamp,image555
quest3850,what is on the left side of the chair,table,image555
quest3851,what is on the table,"keyboard, mouse, box",image555
quest3852,what is in front of the book rack,plastic_box,image555
quest3853,what is behind the keyboard,monitor,image556
quest3854,what is on the left side of the cable,pen_cup,image556
quest3855,what is behind the pen cup,paper_holder,image556
quest3856,what is behind the paper holder,blinds,image556
quest3857,what is on the right side of the blinds,wall_decoration,image556
quest3858,what is right in front of the blinds,cordless_phone,image557
quest3859,how many drawers are there,3,image557
quest3860,what is on the right side of the monitor,paper,image557
quest3861,what is in front of the window,printer,image558
quest3862,what is on the left side of the printer,door,image558
quest3863,what is on the right side of the cable,garbage_bin,image558
quest3864,what is on the left most side on the table,microwave,image559
quest3865,what is on the left side of the table,refridgerator,image559
quest3866,what is on the right side of the microwave,bottle_of_liquid,image559
quest3867,what is in front of the microwave,hot_water_heater,image560
quest3868,what is above the microwave,basket,image560
quest3869,what is on the left side of the sink,bowl,image561
quest3870,what is on the left side of the bowl,glass,image561
quest3871,what is in front of the glass,plate,image561
quest3872,what is on the window,curtain,image561
quest3873,what is above the stove,microwave,image562
quest3874,how many drawers are there,3,image562
quest3875,what is beneath the curtains,window,image562
quest3876,what is in the wooden holder,spatula,image563
quest3877,what is in front of the holder,wine_bottle,image563
quest3878,what is on the left side of the door,refridgerator,image563
quest3879,what is beneath the table,drawer,image563
quest3880,how many drawers are there,5,image564
quest3881,how many knobs are there,8,image564
quest3882,what is on the wall,"picture, wall_decoration",image565
quest3883,what is around the table,chair,image565
quest3884,what is on the left side of the chair,refridgerator,image565
quest3885,what is on the refrigerator,towel,image566
quest3886,what is the black object,garbage_bin,image566
quest3887,what is on the refrigerator,decoration_item,image566
quest3888,what is on the stove,hot_water_heater,image567
quest3889,what is on the right side of the sink,bottle_of_hand_wash_liquid,image567
quest3890,what is on the corner of the table,electric_mixer,image567
quest3891,what is the the person opening,hot_water_heater,image568
quest3892,what is hung on the refrigerator,towel,image569
quest3893,what is on the right side of the refrigerator,stove,image569
quest3894,what is on the table,fruit,image569
quest3895,what is in front of the fruit,paper,image569
quest3896,what is in front of the table,chair,image569
quest3897,what is on the microwave,"coffee_machine, basket",image570
quest3898,what is on the left side of the microwave,bottle,image570
quest3899,what is in front of the paper,envelope,image570
quest3900,how many fruits are there,3,image570
quest3901,what is on the right side of the table,garbage_bin,image571
quest3902,how many garbage bins are there,2,image571
quest3903,what is the colour of the towel,white,image571
quest3904,what is on the stove,kitchen_utensil,image572
quest3905,what is on the left side of the stove,bottle_of_liquid,image572
quest3906,what is above the microwave,clock,image572
quest3907,what is on the drawer,towel,image573
quest3908,what is on the right side of the sink,"kitchen_utensils, basket",image573
quest3909,what is above the kitchen utensils,tissue_roll,image573
quest3910,what is on the tap,towel,image573
quest3911,what is on the left side of the sink,bottle_of_soap,image574
quest3912,what is the colour the mat beneath the kitchen utensils,red,image574
quest3913,what is in the sink,"plate, spoon",image574
quest3914,what is in front of the mirror,"bottle_of_soap, bottle_of_liquid",image575
quest3915,what is on the right side of the tap,cup,image575
quest3916,what is on the left side of the sink,kitchen_utensils,image575
quest3917,what is in front of the kitchen utensils,hot_water_heater,image575
quest3918,what is on the left side of the hot water heater,cup,image576
quest3919,what is in front of the cup,"knife, knife_rack",image576
quest3920,what is beneath the stove,oven,image576
quest3921,what is on the switch board,cell_phone_charger,image577
quest3922,name a few things that are in the rack,"bottle, container, bottle_of_liquid",image577
quest3923,what is on the left side of the rack,door,image578
quest3924,what is the colour of the door,blue,image578
quest3925,what is on the door,knob,image578
quest3926,what is in the second last column from the left in the last row of the shelf,bottle,image578
quest3927,what are the other objects in the rack,"plastic_box, container",image578
quest3928,what is on the sofa,pillow,image579
quest3929,what is on the right side of the picture,lamp,image579
quest3930,what is in front of the lamp,paper,image579
quest3931,what is behind the sofa,television,image579
quest3932,what is behind the television,bookshelf,image579
quest3933,what is on the left side of the table,door,image579
quest3934,what is on the left side of the television,lamp,image579
quest3935,what is in front of the sofa,table,image580
quest3936,what is on the side table,lamp,image580
quest3937,what is behind the sofa,window,image580
quest3938,what is on the window,curtain,image580
quest3939,what is on the right side of the curtains,picture,image580
quest3940,what is on the sofa,pillow,image580
quest3941,what is on the left side of the chair,basket,image581
quest3942,what is the colour of the pillow on the chair,purple,image581
quest3943,what is on the right side of the chair,fireplace,image581
quest3944,what is on the left side of the fireplace,iron_grill,image581
quest3945,what is on the table,head_phones,image582
quest3946,what is the colour of pillows on the sofa,red,image582
quest3947,what is on the right side of the sofa,bag,image582
quest3948,what is in front of the book rack,television,image582
quest3949,how many windows are visible,2,image583
quest3950,what is the colour of the bag,"gray, black",image583
quest3951,what is on the left side of the fan,air_conditioner,image584
quest3952,what is on the blinds,curtain,image584
quest3953,what is on the floor,"machine, cables",image584
quest3954,what is on the left side of the lamp,monitor,image585
quest3955,what is in front of the monitor,paper,image585
quest3956,what is beneath the monitor table,"keyboard, mouse",image585
quest3957,what is on the right side of the paper,cell_phone,image585
quest3958,what is in front of the table,chair,image585
quest3959,what is on the wall,clothing_hanger,image586
quest3960,what is on the right side of the iron box,ironing_board,image586
quest3961,what is on the table,paper,image586
quest3962,what is on the right side of the table,chair,image586
quest3963,what is on the wall,wall_decoration,image587
quest3964,what is on the left most side on the table,coffee_machine,image587
quest3965,what is on the chair,bag,image587
quest3966,what is the colour of the wall decoration,red,image587
quest3967,what is on the wall,picture,image588
quest3968,what is on the left side of the chair,table,image588
quest3969,what is on the table,lamp,image588
